url,wine_points,wine_name,wine_desc,taster,price,designation,variety,appellation,winery,alcohol,bottle size,category,importer,date published,user avg rating
https://www.winemag.com/buying-guide/chateau-de-pizay-2015-cuvee-du-py-morgon/,92.0,Château de Pizay 2015 Cuvée du Py  (Morgon),"From the famed slope of the Côtes de Py, this wine sums up both the great terroir and a great vintage. It has structure, with dry tannins permeating the ripe, rounded fruit. Its potential is considerable, anchored in great fruitiness and finishing acidity. Drink from 2019.",Roger Voss,25.0,Cuvée du Py,Gamay,"Morgon, Beaujolais, France",Château de Pizay,13%,750 ml,Red,David Milligan Selections,11/1/2017,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/terrazas-los-andes-2003-reserva-cabernet-sauvignon-mendoza/,90.0,Terrazas de Los Andes 2003 Reserva Cabernet Sauvignon (Mendoza),"Big and sassy, with smoky aromas of barbecued meat, baked dark fruits, eucalyptus and leather. In the mouth, it's more sweet than subdued, with cassis, blackberry and hints of chocolate. Very much in the modern style, with a plush feel and the aftertaste of coffee meeting cola.",,16.0,Reserva,Cabernet Sauvignon,"Mendoza, Mendoza Province, Argentina",Terrazas de Los Andes,13.5%,750ML,Red,Moët Hennessy USA,5/1/2005,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/k-vintners-2009-morrison-lane-shiraz-syrah-syrah-columbia-valley-walla-walla-wa/,94.0,K Vintners 2009 Morrison Lane Syrah (Walla Walla Valley (WA)),"Always a classic Walla Walla Syrah, this is made from fruit sourced from the oldest Syrah vineyard in the valley. It's a supple, sexy, smoky, sappy wine, both rich and expressive in this very ripe vintage. It's done in an open-and-enjoy-now style, but it can age as well, and it will develop more and more nuances as it does.",Paul Gregutt,45.0,Morrison Lane,Syrah,"Walla Walla Valley (WA), Columbia Valley, Washington, US",K Vintners,15%,750 ml,Red,,12/31/2012,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/wines-winemakers-2011-aguia-moura-em-vinhas-velhas-reserva-white-douro/,91.0,Wines & Winemakers 2011 Aguia Moura em Vinhas Velhas Reserva White (Douro),"This is a generous, opulent wine with spicy notes from wood aging complementing pear and ripe apple flavors. There is a sprinkle of lemon zest giving freshness to the rich texture. Full bodied but still well balanced, this is a wine to age. Drink from 2015.",Roger Voss,18.0,Aguia Moura em Vinhas Velhas Reserva,Portuguese White,"Douro, Portugal",Wines & Winemakers,14%,750 ml,White,Best Brands Incorporated,10/1/2013,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/ponzi-2015-pinot-blanc-willamette-valley/,90.0,Ponzi 2015 Pinot Blanc (Willamette Valley),"A high acid, all-stainless rendering of the grape, this vintage is entirely sourced from the Aurora vineyard in the Chehalem Mountains, though the label simply reads Willamette Valley. It's a subtle wine with a pleasant citrus character, a touch of celery, a streak of mineral, and a lingering finish with a hint of shortbread.",Paul Gregutt,22.0,,Pinot Blanc,"Willamette Valley, Willamette Valley, Oregon, US",Ponzi,13.5%,750 ml,White,,10/1/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/davenport-cellars-2009-snowflake-white-wine-columbia-valley-wa/,89.0,Davenport Cellars 2009 Snowflake White Wine White (Columbia Valley (WA)),"Three quarters Sauvignon Blanc and the rest Sémillon, this attractive white wine has an appealing snap to the fruit and an underlying acidity that sets it up in lively fashion. It's a food wine through and through, lightly toasty, with green berries and apples providing the clean fruit flavors. A fine value.",Paul Gregutt,16.0,Snowflake White Wine,White Blend,"Columbia Valley (WA), Columbia Valley, Washington, US",Davenport Cellars,14.3%,750 ml,White,,12/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/betz-family-2005-chapitre-3-shiraz-syrah-syrah-columbia-valley-wa/,90.0,Betz Family 2005 Chapitre 3 Syrah (Columbia Valley (WA)),"Offered exclusively to mailing list customers, this 93-case wine is intensely built and loaded with dark, smoky, charred scents and flavors. Dense and compact, it seems built much like a Cabernet—on a base of sharp acids and dry tannins. Currently the layers that are so compact it's difficult to dissect them. Coffee liqueur, baking chocolate, smoke and even a whiff of eucalyptus are all in the mix.",Paul Gregutt,,Chapitre 3,Syrah,"Columbia Valley (WA), Columbia Valley, Washington, US",Betz Family,,750 ml,Red,,5/1/2008,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/shoofly-2008-viognier-adelaide/,87.0,Shoofly 2008 Viognier (Adelaide),"Melon and pineapple fruit flavors offer something a little different from other white varieties, and while the wine is full and round in the mouth, it remains focused on the finish, a touch of honey balanced by citrusy notes. Drink now.",Joe Czerwinski,14.0,,Viognier,"Adelaide, South Australia, Australia",Shoofly,13.5%,750 ml,White,Old Bridge Cellars,9/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/sequel-2009-shiraz-syrah-syrah-columbia-valley-wa/,92.0,Sequel 2009 Syrah (Columbia Valley (WA)),"Rich, dark, dense and smoky, this is a fruit-driven Syrah that has a splendid bouquet of ripe black fruit. Some herbal accents and a streak of bark runs through the tannins.",Paul Gregutt,50.0,,Syrah,"Columbia Valley (WA), Columbia Valley, Washington, US",Sequel,14.8%,750 ml,Red,,12/31/2012,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/val-botte-2013-red-chianti/,87.0,Val di Botte 2013  Chianti,"This charming red opens with aromas of woodland berry and violet. The savory, easy-drinking palate offers plum, black cherry, a hint of spice and a smoky note alongside soft, polished tannins. Enjoy soon.",Kerin O’Keefe,25.0,,"Red Blends, Red Blends","Chianti, Tuscany, Italy",Val di Botte,12.5%,750 ml,Red,JA Imports,9/1/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/dominio-dostares-2010-tombu-prieto-picudo-rose-vino-tierra-castilla-leon/,82.0,Dominio Dostares 2010 Tombú Prieto Picudo Rosé (Vino de la Tierra de Castilla y León),"Sweet smelling, like a cherry flavored Jolly Rancher candy. The palate is choppy yet low in acidity, with a mix of cherry, chemical and bitter flavors. Sweet and sticky on the finish, and cloying in general.",Michael Schachner,,Tombú Prieto Picudo,Rosé,"Vino de la Tierra de Castilla y León, Northern Spain, Spain",Dominio Dostares,14%,750 ml,Rose,1_Not Imported into US,7/1/2011,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/hawley-2007-barrel-fermented-viognier-sierra-foothills/,81.0,Hawley 2007 Barrel Fermented Viognier (Sierra Foothills),"With grapefruit aromas and flavors veering into the notorious feline scent of bad Sauvignon Blanc, this is not a very attractive wine. It also finishes a little sweet.",,22.0,Barrel Fermented,Viognier,"Sierra Foothills, Sierra Foothills, California, US",Hawley,13.9%,750 ml,White,,12/1/2008,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/vista-alegre-1995-lbv-bottled-2000-port-blend-port-douro/,86.0,Vista Alegre 1995 LBV Bottled 2000 Port (Douro),"This is dry, dense and raisiny, with dry tannins and acidity. Towards the aftertaste, the solidity of the wine is spoilt by a touch of green tannin. The name of the wine comes from the principal quinta owned by Barros Agricola near Pinhão.",Roger Voss,,LBV Bottled 2000,"Port, Port Blend","Douro, Portugal",Vista Alegre,,750ML,Port/Sherry,1_No Submitting Co,11/1/2004,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/johannishof-2006-johannisberg-v-kabinett-riesling-rheingau/,86.0,Johannishof 2006 Johannisberg V Kabinett Riesling (Rheingau),"Light and lean in style, maybe more classic than Johannishof's G bottling from the same vineyard, but also less enjoyable. Lime sherbet and quince form the crisp backbone, tinged with a hint of slightly confected strawberries.",Joe Czerwinski,19.0,Johannisberg V Kabinett,Riesling,"Rheingau, Germany",Johannishof,9.5%,750 ml,White,"Valckenberg International, Inc",8/1/2008,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/lieb-2014-reserve-cabernet-franc-north-fork-of-long-island/,89.0,Lieb 2014 Reserve Cabernet Franc (North Fork of Long Island),"Ripe black cherry and currant flavors are spiked by hints of nut, spice and toast in this keenly balanced wine. Firm but fine-grained tannins, brisk acidity and tones of bramble and barnyard lend structure and complexity.",Anna Lee C. Iijima,30.0,Reserve,Cabernet Franc,"North Fork of Long Island, Long Island, New York, US",Lieb,12.8%,750 ml,Red,,9/1/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/bertrand-berge-2005-origines-red-fitou/,87.0,Bertrand-Bergé 2005 Origines Red (Fitou),"A very bright, very lively wine from Fitou, made with 60% Grenache and 40% Carignan. Moderately intense with vibrant red plum, berry and cherry flavors all supported by balanced acidity soft tannins. A kiss of mocha comes through on the lingering finish.",Lauren Buzzeo,15.0,Origines,Rhône-style Red Blend,"Fitou, Languedoc-Roussillon, France",Bertrand-Bergé,13.5%,750 ml,Red,Bob Bofman Selections,11/1/2009,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/dunham-2005-lewis-vineyard-cabernet-sauvignon-columbia-valley-wa/,93.0,Dunham 2005 Lewis Vineyard Cabernet Sauvignon (Columbia Valley (WA)),"No one does a better job showcasing fruit from the Lewis Vineyard than Eric Dunham. This pure and powerful Cabernet fairly explodes from the glass with ripe, round, plummy fruit. Silky tannins take over from there, with subtle layers of herb, olive and earth adding depth and texture.",Paul Gregutt,75.0,Lewis Vineyard,Cabernet Sauvignon,"Columbia Valley (WA), Columbia Valley, Washington, US",Dunham,,750 ml,Red,,11/1/2008,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/vampire-2005-dracula-shiraz-syrah-syrah-central-coast-paso-robles/,82.0,Vampire 2005 Dracula Syrah (Paso Robles),"The alcohol is nice and low on this Syrah, but it seems to come at the expense of residual sugar. That drives the cherry, blackberry and currant flavors into candy territory.",,18.0,Dracula,Syrah,"Paso Robles, Central Coast, California, US",Vampire,13%,750 ml,Red,,11/1/2008,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/tatiarra-2005-cambrian-shiraz-syrah-shiraz-heathcote/,92.0,Tatiarra 2005 Cambrian Shiraz (Heathcote),"A big but balanced Shiraz, Tatiarra's Cambrian Shiraz takes its name from the ancient rocks that underlie the vineyards. Black cherries, licorice and mineral notes finish long, picking up nuances of black olives. Drink now–2015, possibly longer.",,56.0,Cambrian,Shiraz,"Heathcote, Victoria, Australia",Tatiarra,,750 ml,Red,Epicurean Wines,11/1/2007,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/ventisquero-2008-pangea-apalta-vineyard-shiraz-syrah-syrah-colchagua-valley/,92.0,Ventisquero 2008 Pangea Apalta Vineyard Syrah (Colchagua Valley),"Among New World Syrahs, this is an exciting, full-force wine with potent black-fruit aromas mixed with fine wood scents and tobacco. The palate is big but deft, with freshness along with natural power. Flavors of earthy, roasted berry and cassis end in a mellow, toasty, chocolaty finish. This is Apalta Syrah at its best. Drink now–2018.",Michael Schachner,60.0,Pangea Apalta Vineyard,Syrah,"Colchagua Valley, Chile",Ventisquero,14.5%,750 ml,Red,San Francisco Wine Exchange,7/1/2013,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/grgich-hills-2011-estate-grown-merlot-napa-valley/,88.0,Grgich Hills 2011 Estate Grown Merlot (Napa Valley),"Billed as a Cabernet lover's Merlot, this wine offers robustness as well as a soft, angular quality that provides a certain level of elegance. Oak, green olive and sage mark its bouquet, followed by flavors of red currant and dried herb.",Virginie Boone,42.0,Estate Grown,Merlot,"Napa Valley, Napa, California, US",Grgich Hills,13.5%,750 ml,Red,,9/1/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/zonin-nv-special-cuvee-brut-sparkling-prosecco-prosecco-del/,86.0,Zonin NV Special Cuvée Brut  (Prosecco del Veneto),"Here is a very clean and pristine Prosecco Brut with measured but distinct notes of white peach, acacia flower and chopped kiwi. The wine tastes creamy and slightly sweet with chewy peach flavors. It makes a perfect aperitif wine.",,13.0,Special Cuvée Brut,"Prosecco, Sparkling","Prosecco del Veneto, Veneto, Italy",Zonin,11%,750 ml,Sparkling,Zonin USA,8/1/2008,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/savage-grace-2015-copeland-vineyard-cabernet-franc-rattlesnake-hills/,91.0,Savage Grace 2015 Copeland Vineyard Cabernet Franc (Rattlesnake Hills),"Light in color, this wine offers very pretty aromas of flowers, raspberries and rhubarb. The flavors are primary and appealing, showing a lot of elegance and restraint with a drawn-out finish. It shows no apparent new oak influence, giving a dazzling sense of purity.",Sean P. Sullivan,28.0,Copeland Vineyard,Cabernet Franc,"Rattlesnake Hills, Columbia Valley, Washington, US",Savage Grace,12.5%,750 ml,Red,,9/1/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/viore-2017-verdejo-toro-292132/,85.0,Viore 2017 Verdejo (Toro),"This wine's oily citrus aromas are not what you'd call refined. Its white grapefruit and bitter orange flavors are braced by modest acidity. On the finish, it resolves itself with a citrus peel-like note.",Michael Schachner,8.0,,"Verdejo, Spanish White","Toro, Northern Spain, Spain",Viore,13%,750 ml,White,Bodegas Riojanas,8/1/2018,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/cotes-ciel-2012-cheval-vineyard-merlot-columbia-valley-red-mountain/,92.0,Côtes de Ciel 2012 Ciel du Cheval Vineyard Merlot (Red Mountain),"Though the alcohol is on the high side, this vineyard ripens the fruit well enough to sustain varietal character without the veil of heavy new oak. Here it's 50% neutral, 50% new, yielding rich strawberry andcherry flavors with a stiff, mineral streak.",Paul Gregutt,39.0,Ciel du Cheval Vineyard,Merlot,"Red Mountain, Columbia Valley, Washington, US",Côtes de Ciel,15.5%,750 ml,Red,,12/31/2014,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/washington-hills-2008-late-harvest-riesling-columbia-valley-wa/,86.0,Washington Hills 2008 Late Harvest Riesling (Columbia Valley (WA)),"The fruit is apricot through and through, concentrated and thick. This is softer and less acidic than most Washington Rieslings, with suggestions of butter and caramel. It should be chilled a bit to firm it up.",Paul Gregutt,10.0,Late Harvest,Riesling,"Columbia Valley (WA), Columbia Valley, Washington, US",Washington Hills,10%,750 ml,White,,8/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/whitman-cellars-1999-seven-hills-merlot-columbia-valley-walla-walla-wa/,85.0,Whitman Cellars 1999 Seven Hills Merlot (Walla Walla Valley (WA)),"Maybe it's just a case of a very young wine, but despite the pedigree (Seven Hills is one of Walla Walla's premiere vineyards), this wine seems a bit green. It shows light, tight, sour cherry fruit, with a bit of spice and some hard, stemmy tannins.",Paul Gregutt,32.0,Seven Hills,Merlot,"Walla Walla Valley (WA), Columbia Valley, Washington, US",Whitman Cellars,13.7%,750 ml,Red,,6/1/2002,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/ponchione-maurizio-2006-vigneto-pasau-barbera-barbera-dalba/,88.0,Ponchione Maurizio 2006 Vigneto Pasau  (Barbera d'Alba),"Prominent oak tones of spice, leather and chocolate sit heavy over a broad base of dark, jammy fruit. This wine is executed in a big, bold style and would pair well with stews or game dishes. The acidic finish will cut though hearty meat recipes.",,25.0,Vigneto Pasau,Barbera,"Barbera d'Alba, Piedmont, Italy",Ponchione Maurizio,13.5%,750 ml,Red,BelVino LLC,9/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/nine-north-wine-company-2012-f-bomb-red-other/,85.0,Nine North Wine Company 2012 F Bomb Red (California),"This wine is mainly Grenache, with a drop of Mourvèdre. It's softly tannic, with ripe flavors of raspberries and cherries, while high alcohol gives it a sweet note of glycerine.",,15.0,F Bomb,"Red Blends, Red Blends","California, California Other, California, US",Nine North Wine Company,15.1%,750 ml,Red,,12/1/2013,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/tre-nova-2010-nebbaro-red-red-blend-barbera-nebbiolo-columbia-valley-wa/,87.0,Tre Nova 2010 Nebbaro Red Barbera-Nebbiolo (Columbia Valley (WA)),"The blend is 51% Nebbiolo and 49% Barbera. It's aromatically intriguing, with a whiff of Asian spices and a dusting of cocoa powder. Though almost four years old, it hasn't entirely jelled—it drinks like two different wines, one tart and acidic, with light red berry flavors; the other smooth and almost silky.",Paul Gregutt,30.0,Nebbaro Red,"Barbera-Nebbiolo, Red Blends","Columbia Valley (WA), Columbia Valley, Washington, US",Tre Nova,14.3%,750 ml,Red,,11/1/2014,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/le-battistelle-2010-montesei-italian-white-garganega-soave-classico/,87.0,Le Battistelle 2010 Montesei  (Soave Classico),"Montesei Soave Classico is a thick and creamy expression of Garganega with fresh aromas of white peach, cut grass, honey and exotic fruit.",,18.0,Montesei,"Garganega, Italian White","Soave Classico, Veneto, Italy",Le Battistelle,12.5%,750 ml,White,Bonhomie Wine Imports,8/1/2011,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/lallier-nv-r012-brut-sparkling-champagne/,91.0,Lallier NV R.012 Brut  (Champagne),"A nonvintage wine based around the 2012 vintage (R stands for Récolte or harvest), this ripe wine is dominated by Pinot Noir. It has good balance between yellow and pear flavors and crisp citrus acidity. The tangy, mineral texture binds everything together. It is ready to drink.",Roger Voss,50.0,R.012 Brut,"Champagne Blend, Sparkling","Champagne, Champagne, France",Lallier,12.5%,750 ml,Sparkling,Massanois Imports,12/1/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/routestock-cellars-2010-99w-pinot-noir-willamette-valley/,87.0,RouteStock 2010 99W Pinot Noir (Willamette Valley),"Moderately full and roundly fruity, with an undertone of mineral or concrete. This is a nicely managed blend, with the balance and grip to age for another five years.",Paul Gregutt,19.0,99W,Pinot Noir,"Willamette Valley, Willamette Valley, Oregon, US",RouteStock,13.3%,750 ml,Red,,6/1/2012,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/elena-walch-2012-pinot-blanc-bianco-alto-adige/,88.0,Elena Walch 2012 Pinot Bianco (Alto Adige),"Bright aromas of ripe golden apple, Bartlett pear and honeydew melon carry over to the linear palate. Vibrant acidity gives this clean, refreshing finish.",Kerin O’Keefe,16.0,,"Pinot Bianco, Pinot Blanc","Alto Adige, Northeastern Italy, Italy",Elena Walch,12.5%,750 ml,White,Chambers & Chambers,8/1/2014,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/montenisa-nv-brut-sparkling-franciacorta-124810/,90.0,Montenisa NV Brut  (Franciacorta),"The sparkling wine estate of Tuscany's Antinori family, Montenisa offers a cool collection of metodo classico wines that are creamy, rich and silky on the close. You'll get aromas of apricot, melon and crushed almond in this bubbly Brut.",,25.0,Brut,"Sparkling Blend, Sparkling","Franciacorta, Lombardy, Italy",Montenisa,12.5%,750 ml,Sparkling,Ste. Michelle Wine Estates,12/31/2011,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/left-coast-cellars-2014-orchards-pinot-grigio-gris-gris-willamette-valley/,88.0,Left Coast Cellars 2014 The Orchards Pinot Gris (Willamette Valley),"This tasty bottle does not push for maximum ripeness, settling comfortably into a ripe-enough mix of apples, pears and nectarines. There's a dusting of cinnamon and even a little hint of brown sugar, though the wine is definitely finished dry. The balance holds true through a medium-long finish.",Paul Gregutt,18.0,The Orchards,Pinot Gris,"Willamette Valley, Willamette Valley, Oregon, US",Left Coast Cellars,14.2%,750 ml,White,,10/1/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/dutton-goldfield-2001-rued-vineyard-ranch-chardonnay-sonoma-russian-river-valley/,91.0,Dutton-Goldfield 2001 Rued Vineyard Dutton Ranch Chardonnay (Russian River Valley),"Brilliant, intense, nervy and dense are just a few words to describe the feeling and texture of this heavyweight wine. The flavors veer toward bright citrus fruits and pineapple, with complex overlays of toast, lees and vanilla, while the acids are mouthwateringly high.",,40.0,Rued Vineyard Dutton Ranch,Chardonnay,"Russian River Valley, Sonoma, California, US",Dutton-Goldfield,,750ML,White,,12/31/2003,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/j-portugal-ramos-2013-portuguese-white-loureiro-vinho-verde/,90.0,J. Portugal Ramos 2013 Loureiro (Vinho Verde),"The Loureiro grape, grown mainly in the Lima Valley in the center of Vinho Verde, produces a distinctly mineral style of wine. This wine has that character as well as some riper tropical fruit notes and pure citrus acidity. The combination is intensely fruity and very refreshing.",Roger Voss,9.0,,"Loureiro, Portuguese White","Vinho Verde, Portugal",J. Portugal Ramos,12%,750 ml,White,MundoVino–The Winebow Group,12/1/2014,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/santa-sofia-2004-italian-white-garganega-soave-classico/,83.0,Santa Sofia 2004  Soave Classico,"Pretty neutral-smelling, with just hints of Golden Delicious and melon on the nose. But it's a bit bland and light on the palate—a well-made if somewhat innocuous white that finishes clean and crisp.",Joe Czerwinski,11.0,,"Garganega, Italian White","Soave Classico, Veneto, Italy",Santa Sofia,,750ML,White,Laird & Company,10/1/2006,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/vilarnau-2007-brut-nature-sparkling-cava/,86.0,Vilarnau 2007 Brut Nature Sparkling (Cava),"Gassy and eggy smelling before it settles. The palate is full and forward and maybe a bit forced, with narrow lemon and white grapefruit flavors. Snappy and citrusy, all of which is reflective of its “nature” status, but it's also one-dimensionally citric.",Michael Schachner,18.0,Brut Nature,"Sparkling Blend, Sparkling","Cava, Catalonia, Spain",Vilarnau,11.5%,750 ml,Sparkling,San Francisco Wine Exchange,11/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/centennial-2005-unfiltered-single-vineyard-reserve-pinot-noir-new-south-wales/,85.0,Centennial 2005 Unfiltered Single Vineyard Reserve Pinot Noir (New South Wales),"From the Bowral region, one hour south of Sydney, this is a slightly herbal and green-tinged Pinot Noir, but one with considerable cherry intensity and a woody overlay. It's a good, medium-bodied effort, but could use a touch more richness and complexity overall.",Joe Czerwinski,33.0,Unfiltered Single Vineyard Reserve,Pinot Noir,"New South Wales, New South Wales, Australia",Centennial,13.4%,750 ml,Red,The Ravensvale Group,8/1/2008,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/bosco-merlo-2008-pinot-grigio-gris-grigio-lison-pramaggiore/,84.0,Bosco del Merlo 2008 Pinot Grigio (Lison-Pramaggiore),"The wine opens with a strong mineral tone that recalls crushed white stone and slate. You'll also get drying aromas of mint, herb and white pepper with floral nuances in the back. It tastes crisp, clean and tonic.",,,,Pinot Grigio,"Lison-Pramaggiore, Veneto, Italy",Bosco del Merlo,12.5%,750 ml,White,New England Wine and Spirits Inc,4/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/bride-valley-vineyard-2013-blanc-de-blancs-sparkling-england/,91.0,Bride Valley Vineyard 2013 Blanc de Blancs Sparkling (England),"The crisp nose conjures up shades of green: meadow and fresh apple peel, fresh foliage and lime, but also some honey and oatmeal. The palate remains crisp but has a toned lithe note of pure lemon that sings. This is taut, shows backbone and rounds itself out wonderfully on the palate, finishing with harmonious notes of apple and shortbread.",Anne Krebiehl MW,75.0,Blanc de Blancs,"Sparkling Blend, Sparkling","England, England",Bride Valley Vineyard,11.5%,750 ml,Sparkling,Boisset Collection,11/1/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/berlucchi-nv-cuvee-imperiale-max-rose-sparkling-franciacorta/,90.0,Berlucchi NV Cuvèe Imperiale Max Rosé  (Franciacorta),"Chardonnay, Pinot Nero and Pinot Bianco make up this peach-colored rosé sparkler. Aromas include creamy yeast, rose petal, pink grapefruit and lemon zest. The wine is fresh, firm and offers tart apple flavors on the close.",,,Cuvèe Imperiale Max Rosé,"Sparkling Blend, Sparkling","Franciacorta, Lombardy, Italy",Berlucchi,12.5%,750 ml,Sparkling,1_No Submitting Co,7/1/2009,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/yvon-mau-2005-premius-pinot-noir-vin-pays-vallee-laude/,82.0,Yvon Mau 2005 Premius Pinot Noir (Vin de Pays de la Vallée de l’Aude),"Attractive sweet raspberry aromas, but the palate is a disappointment. It is very light, sweet, with some tannins, but the fruit is attenuated, the acidity out of balance with the fruit.",Roger Voss,10.0,Premius,Pinot Noir,"Vin de Pays de la Vallée de l’Aude, Languedoc-Roussillon, France",Yvon Mau,12.5%,750 ml,Red,Freixenet USA,11/1/2008,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/ferrari-carano-2013-pinot-noir-mendocino-lake-counties-anderson-valley/,92.0,Ferrari-Carano 2013 Pinot Noir (Anderson Valley),"Good balance and vivid fruit flavors are the strong points of this well-put-together wine. Bright aromas like raspberries and red cherries are followed by rich but still attractively tangy flavors that ride on a very firm texture of fine tannins and appetizing acidity. This one will gain more complexity and interest with time, so it's best to drink after 2017.",Jim Gordon,36.0,,Pinot Noir,"Anderson Valley, Mendocino County, California, US",Ferrari-Carano,14.4%,750 ml,Red,,12/1/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/dachshund-2012-riesling-rheinhessen/,88.0,Dachshund 2012 Riesling (Rheinhessen),"Whether the cute little dachshund on the label appeals or not, this fresh, intensely fruity Riesling is quite tasty. Supple, sweet white peach and grapefruit penetrate on the palate, accented by the faintest wisp of petrol. Zesty lemon-lime acidity breaks up the unctuousness, leading a bright, moderately long finish. Drink now.",Anna Lee C. Iijima,15.0,,Riesling,"Rheinhessen, Germany",Dachshund,10%,750 ml,White,Halby Marketing,10/1/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/cedarville-vineyard-2010-naylor-petite-sirah-sierra-foothills-el-dorado/,90.0,Cedarville 2010 Naylor Vineyard Petite Sirah (El Dorado),"A pure Petite Sirah from 36-year-old vines grown in decomposed granite soil, this Cedarville bottling is appropriately purple-black in color, and rich with milk chocolate and licorice flavor. It's soft with juicy tannins, and boasts a long, luxurious finish. It'll sit quietly in the cellar for 10–15 years, if not longer, a commanding study in the evolved beauty of Petite Sirah.",Virginie Boone,27.0,Naylor Vineyard,Petite Sirah,"El Dorado, Sierra Foothills, California, US",Cedarville,15%,750 ml,Red,,7/1/2013,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/louis-roederer-nv-carte-blanche-extra-dry-champagne-122619/,89.0,Louis Roederer NV Carte Blanche Extra Dry  (Champagne),"A creamy Champagne that is softly sweet, balanced between ripe pear and crisp acidity. It remains tightly textured while also offering an attractive richness.",Roger Voss,43.0,Carte Blanche Extra Dry,"Champagne Blend, Sparkling","Champagne, Champagne, France",Louis Roederer,12%,750 ml,Sparkling,Maisons Marques & Domaines USA,12/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/tikal-2013-amorio-malbec-cabernet-franc-uco-valley/,90.0,Tikal 2013 Amorio Malbec-Cabernet Franc (Uco Valley),"Floral, grapy aromas are exotic and herbal. High acidity creates energy but also a shearing sense. Currant, red plum and spice flavors end with a blast of blazing acidity and notes of baking spices, cocoa and herbs.",Michael Schachner,33.0,Amorio,"Malbec-Cabernet Franc, Red Blends","Uco Valley, Mendoza Province, Argentina",Tikal,13.9%,750 ml,Red,Vine Connections,10/1/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/cueto-2007-tendencia-tempranillo-blend-rioja/,84.0,Cueto 2007 Tendencia  (Rioja),"Down the middle and safe, with basic red-fruit aromas accented by leather and earth notes. A little rubbery in the mouth, with average raspberry and red plum flavors. Similar on the finish. Generic but good.",Michael Schachner,14.0,Tendencia,"Tempranillo Blend, Tempranillo","Rioja, Northern Spain, Spain",Cueto,13%,750 ml,Red,The Artisan Collection,12/31/2009,Not rated yet [Add Your Review]
